Location_ID,Location_Name,Date_Early,Date_Mid,Date_Late,Latitude,Longitude,Region,Ocean_Basin,Ecosystem_Type,Climate_Zone,SST_2003_C,SST_2010_C,SST_2025_C,Current_U_2025_m_s,Current_V_2025_m_s,Current_Speed_2025_m_s,Current_Direction_2025_deg,Chlorophyll_2003_mg_m3,Chlorophyll_2010_mg_m3,Nitrate_2003_mmol_m3,Nitrate_2010_mmol_m3,Phosphate_2003_mmol_m3,Phosphate_2010_mmol_m3,Silicate_2003_mmol_m3,Silicate_2010_mmol_m3,Oxygen_2003_mmol_m3,Oxygen_2010_mmol_m3,Marine_Life_Production_2003_mg_m3_day,Marine_Life_Production_2010_mg_m3_day,pH_2025,DIC_2025_mmol_m3,Alkalinity_2025_mmol_m3,Sea_Ice_2003_percent,Sea_Ice_2010_percent,Sea_Ice_2025_percent
13,NPac_013,2003-01-15,2010-01-15,2025-01-15,55.0,-135.0,North_Pacific,Pacific_Ocean,Subpolar_Marine,Temperate,6.409999847412109,5.259999752044678,12.90999984741211,-0.02872990071773529,0.07390352338552475,0.0792914747248765,111.24352951590994,0.270521342754364,0.270521342754364,3.0542845726013184,3.0542845726013184,0.5016593337059021,0.5016593337059021,3.434889793395996,3.434889793395996,280.9697570800781,280.9697570800781,7.270317554473877,7.270317554473877,8.050837516784668,2.0717763900756836,2.2348318099975586,,,
14,NPac_014,2003-01-15,2010-01-15,2025-01-15,25.0,-127.5,North_Pacific,Pacific_Ocean,Temperate_Marine,Subtropical,20.469999313354492,17.779998779296875,20.439998626708984,-0.11875477433204651,0.08194584399461746,0.14428380981470332,145.39267395724107,0.04888688772916794,0.04888688772916794,0.0009124958887696266,0.0009124958887696266,0.2613224685192108,0.2613224685192108,2.8395040035247803,2.8395040035247803,236.6023712158203,236.6023712158203,0.17474700510501862,0.17474700510501862,8.070796012878418,2.060211181640625,2.3304083347320557,,,
15,NPac_015,2003-01-15,2010-01-15,2025-01-15,47.5,-165.0,North_Pacific,Pacific_Ocean,Subpolar_Marine,Temperate,6.5,5.900000095367432,11.609999656677246,0.02115495689213276,0.0028883395716547966,0.02135122260174303,7.774665467522083,0.2801092565059662,0.2801092565059662,13.983846664428711,13.983846664428711,1.230893850326538,1.230893850326538,17.36481285095215,17.36481285095215,302.3405456542969,302.3405456542969,5.871142387390137,5.871142387390137,8.040416717529297,2.1219699382781982,2.271341323852539,,,
16,ARC_016,2003-01-15,2010-01-15,2025-01-15,85.0,82.5,Arctic,Arctic_Ocean,Polar_Marine,Polar,-1.7999999523162842,-1.7300000190734863,-1.7699999809265137,0.021795619279146194,-0.09580883383750916,0.09825671305852302,282.81614136148767,0.07021935284137726,0.07021935284137726,5.402649402618408,5.402649402618408,0.4795825779438019,0.4795825779438019,9.661626815795898,9.661626815795898,369.39569091796875,369.39569091796875,0.2744576632976532,0.2744576632976532,8.150967597961426,2.1574065685272217,2.3013627529144287,1.0,0.9699999690055847,0.85999995470047
17,SPac_017,2003-01-15,2010-01-15,2025-01-15,-20.0,-180.0,South_Pacific,Pacific_Ocean,Tropical_Marine,Tropical,25.619998931884766,27.90999984741211,25.84000015258789,0.031305622309446335,-0.06672968715429306,0.07370816193537544,295.1331921372163,0.08781354129314423,0.08781354129314423,0.000667113286908716,0.000667113286908716,0.07338153570890427,0.07338153570890427,1.145070195198059,1.145070195198059,207.55630493164062,207.55630493164062,1.7232859134674072,1.7232859134674072,8.064312934875488,2.0048937797546387,2.363598585128784,,,
18,NAtl_018,2003-01-15,2010-01-15,2025-01-15,47.5,-37.5,North_Atlantic,Atlantic_Ocean,Subpolar_Marine,Temperate,12.380000114440918,12.6899995803833,15.019999504089355,-0.02812708355486393,-0.2349252551794052,0.23660306073762222,263.17260169931444,0.2642916142940521,0.2642916142940521,1.3532743453979492,1.3532743453979492,0.19899219274520874,0.19899219274520874,1.2689034938812256,1.2689034938812256,262.2620544433594,262.2620544433594,7.264590740203857,7.264590740203857,8.078054428100586,2.146747350692749,2.3844943046569824,,,
19,NPac_019,2003-01-15,2010-01-15,2025-01-15,32.5,-135.0,North_Pacific,Pacific_Ocean,Temperate_Marine,Subtropical,16.68000030517578,16.459999084472656,20.799999237060547,-0.03970154747366905,-0.03123600408434868,0.050516342137584,218.19462258380537,0.050252724438905716,0.050252724438905716,0.0011118081165477633,0.0011118081165477633,0.12689068913459778,0.12689068913459778,3.0963754653930664,3.0963754653930664,241.26414489746094,241.26414489746094,0.18986207246780396,0.18986207246780396,8.072958946228027,2.0780928134918213,2.3367838859558105,,,
20,SAtl_020,2003-01-15,2010-01-15,2025-01-15,-27.5,-22.5,South_Atlantic,Atlantic_Ocean,Temperate_Marine,Subtropical,24.850000381469727,23.939998626708984,21.049999237060547,-0.03794875368475914,0.0008376039331778884,0.03795799634563705,178.73557430551676,0.043166134506464005,0.043166134506464005,0.0009234058088622987,0.0009234058088622987,0.09720029681921005,0.09720029681921005,1.4784268140792847,1.4784268140792847,227.8259735107422,227.8259735107422,0.17065149545669556,0.17065149545669556,8.034360885620117,2.120547294616699,2.4516024589538574,,,
21,Ind_021,2003-01-15,2010-01-15,2025-01-15,-27.5,37.5,Indian_Ocean,Indian_Ocean,Temperate_Marine,Subtropical,26.28999900817871,25.299999237060547,23.18000030517578,-0.6449004411697388,-0.15621986985206604,0.6635519774347147,193.61695585091564,0.22010336816310883,0.22010336816310883,0.03829674422740936,0.03829674422740936,0.023052899166941643,0.023052899166941643,1.9996894598007202,1.9996894598007202,219.5232391357422,219.5232391357422,6.438470363616943,6.438470363616943,8.055041313171387,2.0764434337615967,2.3953166007995605,,,
22,Eq_022,2003-01-15,2010-01-15,2025-01-15,-12.5,52.5,Equatorial,Indian_Ocean,Tropical_Marine,Tropical,29.85999870300293,28.599998474121094,25.939998626708984,-0.5580572485923767,0.02953600138425827,0.5588383201644861,176.97036329982802,0.22107617557048798,0.22107617557048798,0.01023292075842619,0.01023292075842619,0.05396164581179619,0.05396164581179619,1.7114083766937256,1.7114083766937256,208.3836212158203,208.3836212158203,9.583484649658203,9.583484649658203,8.00171947479248,2.009188175201416,2.338427782058716,,,
23,NAtl_023,2003-01-15,2010-01-15,2025-01-15,55.0,-15.0,North_Atlantic,Atlantic_Ocean,Subpolar_Marine,Temperate,10.09999942779541,10.969999313354492,14.769999504089355,-0.10978852212429047,-0.23497380316257477,0.25935729749309205,244.95626505445793,0.3218498229980469,0.3218498229980469,3.0430870056152344,3.0430870056152344,0.2909039258956909,0.2909039258956909,1.8943114280700684,1.8943114280700684,271.68597412109375,271.68597412109375,8.701863288879395,8.701863288879395,8.055340766906738,2.1756205558776855,2.388836622238159,,,
24,NPac_024,2003-01-15,2010-01-15,2025-01-15,55.0,-142.5,North_Pacific,Pacific_Ocean,Subpolar_Marine,Temperate,5.599999904632568,4.639999866485596,12.609999656677246,-0.04380195215344429,0.06546429544687271,0.07876664897536306,123.78635480044981,0.3161061406135559,0.3161061406135559,10.646899223327637,10.646899223327637,0.9973254203796387,0.9973254203796387,11.239570617675781,11.239570617675781,291.47357177734375,291.47357177734375,9.50714111328125,9.50714111328125,8.020448684692383,2.1129651069641113,2.2506444454193115,,,
25,SPac_025,2003-01-15,2010-01-15,2025-01-15,-20.0,-142.5,South_Pacific,Pacific_Ocean,Tropical_Marine,Tropical,26.93000030517578,27.85999870300293,26.309999465942383,0.0012416400713846087,-0.09235254675149918,0.09236089303138373,270.7702705810566,0.05779605358839035,0.05779605358839035,0.0007587824366055429,0.0007587824366055429,0.2495971918106079,0.2495971918106079,1.0036805868148804,1.0036805868148804,207.61624145507812,207.61624145507812,0.5219513773918152,0.5219513773918152,8.055001258850098,2.0711941719055176,2.4367003440856934,,,
26,NPac_026,2003-01-15,2010-01-15,2025-01-15,17.5,-180.0,North_Pacific,Pacific_Ocean,Tropical_Marine,Tropical,24.65999984741211,26.170000076293945,28.229999542236328,-0.04325609654188156,0.09315205365419388,0.10270537954768676,114.90827469101976,0.06152980402112007,0.06152980402112007,0.0006432292866520584,0.0006432292866520584,0.271953821182251,0.271953821182251,1.6904897689819336,1.6904897689819336,204.1490936279297,204.1490936279297,0.6317858695983887,0.6317858695983887,8.042106628417969,2.036900043487549,2.365001916885376,,,
27,SO_027,2003-01-15,2010-01-15,2025-01-15,-65.0,-67.5,Southern_Ocean,Southern_Ocean,Subpolar_Marine,Temperate,1.3899999856948853,0.5399999618530273,-1.2999999523162842,0.11102714389562607,-0.009018562734127045,0.11139282362616293,355.3561482397781,0.1028539389371872,0.1028539389371872,27.080339431762695,27.080339431762695,1.907435655593872,1.907435655593872,44.48208236694336,44.48208236694336,363.8673400878906,363.8673400878906,0.005166342481970787,0.005166342481970787,8.049585342407227,2.2027764320373535,2.3287153244018555,,,
28,SAtl_028,2003-01-15,2010-01-15,2025-01-15,-57.5,15.0,South_Atlantic,Atlantic_Ocean,Subpolar_Marine,Temperate,1.2699999809265137,0.14999999105930328,-0.8100000023841858,0.10277415812015533,-0.033678583800792694,0.10815162774611257,341.85628568590016,0.2459942102432251,0.2459942102432251,30.068429946899414,30.068429946899414,2.127973794937134,2.127973794937134,96.72203063964844,96.72203063964844,353.2849426269531,353.2849426269531,0.2061811089515686,0.2061811089515686,8.010491371154785,2.2432448863983154,2.366093158721924,,,
29,Ind_029,2003-01-15,2010-01-15,2025-01-15,-50.0,97.5,Indian_Ocean,Atlantic_Ocean,Subpolar_Marine,Temperate,6.339999675750732,5.869999885559082,3.2899999618530273,0.13419902324676514,0.08123239874839783,0.1568696288221672,31.18706010925509,0.2987864911556244,0.2987864911556244,20.295501708984375,20.295501708984375,1.4607592821121216,1.4607592821121216,20.88435935974121,20.88435935974121,299.30474853515625,299.30474853515625,0.3887595534324646,0.3887595534324646,8.043768882751465,2.1819818019866943,2.3437862396240234,,,
30,NPac_030,2003-01-15,2010-01-15,2025-01-15,2.5,-105.0,North_Pacific,Pacific_Ocean,Tropical_Marine,Tropical,26.369998931884766,26.619998931884766,26.60999870300293,-0.7241325974464417,0.2591475546360016,0.7691069325902281,160.309079307861,0.16570772230625153,0.16570772230625153,2.200831651687622,2.200831651687622,0.4797315299510956,0.4797315299510956,1.988501787185669,1.988501787185669,206.23361206054688,206.23361206054688,7.128793239593506,7.128793239593506,7.943741798400879,2.011593818664551,2.2871835231781006,,,
31,NAtl_031,2003-01-15,2010-01-15,2025-01-15,32.5,-52.5,North_Atlantic,Atlantic_Ocean,Temperate_Marine,Subtropical,20.020000457763672,20.139999389648438,28.709999084472656,-0.14033827185630798,0.08044999092817307,0.16176226874014266,150.17617809599986,0.08999427407979965,0.08999427407979965,0.016800852492451668,0.016800852492451668,3.440902946749702e-05,3.440902946749702e-05,0.7422002553939819,0.7422002553939819,213.776611328125,213.776611328125,0.9677574634552002,0.9677574634552002,8.072909355163574,2.1323165893554688,2.4404852390289307,,,
32,Eq_032,2003-01-15,2010-01-15,2025-01-15,-12.5,-142.5,Equatorial,Pacific_Ocean,Tropical_Marine,Tropical,28.8799991607666,28.459999084472656,27.229999542236328,-0.06900771707296371,-0.07826115936040878,0.10434018439727576,228.59537681570674,0.13687756657600403,0.13687756657600403,1.8971374034881592,1.8971374034881592,0.44955217838287354,0.44955217838287354,1.4824883937835693,1.4824883937835693,206.3255615234375,206.3255615234375,4.314958095550537,4.314958095550537,8.02564525604248,2.0723581314086914,2.4395627975463867,,,
33,Ind_033,2003-01-15,2010-01-15,2025-01-15,10.0,142.5,Indian_Ocean,Indian_Ocean,Tropical_Marine,Tropical,27.239999771118164,28.35999870300293,29.67999839782715,-0.1298404335975647,-0.02920057438313961,0.13308347658935304,192.6747034263639,0.08247450739145279,0.08247450739145279,0.0012529377127066255,0.0012529377127066255,0.08019313961267471,0.08019313961267471,1.6243752241134644,1.6243752241134644,198.64520263671875,198.64520263671875,2.1272783279418945,2.1272783279418945,8.019484519958496,1.992281436920166,2.3250460624694824,,,
34,NAtl_034,2003-01-15,2010-01-15,2025-01-15,2.5,0.0,North_Atlantic,Atlantic_Ocean,Tropical_Marine,Tropical,28.19999885559082,29.559999465942383,25.969999313354492,0.09974857419729233,0.09390877932310104,0.13699867476858169,43.27275221862937,0.17028379440307617,0.17028379440307617,0.009025868959724903,0.009025868959724903,0.004036035854369402,0.004036035854369402,1.3543643951416016,1.3543643951416016,206.7939910888672,206.7939910888672,7.922032356262207,7.922032356262207,8.017378807067871,1.984982967376709,2.3318874835968018,,,
35,Ind_035,2003-01-15,2010-01-15,2025-01-15,-42.5,97.5,Indian_Ocean,Atlantic_Ocean,Subpolar_Marine,Temperate,12.479999542236328,12.050000190734863,10.889999389648438,0.16210995614528656,0.02767406590282917,0.16445513614667334,9.687672588060734,0.2535305917263031,0.2535305917263031,11.877366065979004,11.877366065979004,0.8976877331733704,0.8976877331733704,7.62799072265625,7.62799072265625,260.3497619628906,260.3497619628906,1.1736326217651367,1.1736326217651367,8.039082527160645,2.135448932647705,2.359786033630371,,,
36,NPac_036,2003-01-15,2010-01-15,2025-01-15,32.5,-165.0,North_Pacific,Pacific_Ocean,Temperate_Marine,Subtropical,16.020000457763672,18.219999313354492,26.69999885559082,-0.044183190912008286,0.21927104890346527,0.22367822255729955,101.39256545117175,0.07019365578889847,0.07019365578889847,0.0020008194260299206,0.0020008194260299206,0.06047022342681885,0.06047022342681885,2.2993760108947754,2.2993760108947754,217.3456573486328,217.3456573486328,0.747631847858429,0.747631847858429,8.085408210754395,2.073519229888916,2.336944580078125,,,
37,SPac_037,2003-01-15,2010-01-15,2025-01-15,-20.0,-82.5,South_Pacific,Atlantic_Ocean,Tropical_Marine,Tropical,22.31999969482422,21.779998779296875,18.969999313354492,-0.06823252141475677,-0.0054500168189406395,0.06844983317687471,184.56675817869308,0.1830967217683792,0.1830967217683792,0.6221011281013489,0.6221011281013489,0.7519673705101013,0.7519673705101013,0.7860150337219238,0.7860150337219238,236.02272033691406,236.02272033691406,3.134026527404785,3.134026527404785,8.007011413574219,2.1347973346710205,2.40814208984375,,,
38,Ind_038,2003-01-15,2010-01-15,2025-01-15,-27.5,45.0,Indian_Ocean,Indian_Ocean,Temperate_Marine,Subtropical,26.239999771118164,25.93000030517578,24.40999984741211,-0.4471265375614166,-0.23823755979537964,0.5066352489601548,208.04954345163569,0.23477444052696228,0.23477444052696228,0.03671978786587715,0.03671978786587715,0.028673166409134865,0.028673166409134865,2.0000457763671875,2.0000457763671875,221.7869415283203,221.7869415283203,7.819128513336182,7.819128513336182,8.04776382446289,2.0572612285614014,2.3810791969299316,,,
39,Eq_039,2003-01-15,2010-01-15,2025-01-15,-12.5,-157.5,Equatorial,Pacific_Ocean,Tropical_Marine,Tropical,29.559999465942383,29.329999923706055,28.739999771118164,-0.05419148877263069,-0.012753674760460854,0.05567201878223722,193.2432610890731,0.13869480788707733,0.13869480788707733,0.5856402516365051,0.5856402516365051,0.35087206959724426,0.35087206959724426,1.5668741464614868,1.5668741464614868,202.9299774169922,202.9299774169922,4.637897491455078,4.637897491455078,8.033926963806152,2.0380334854125977,2.411311388015747,,,
40,SPac_040,2003-01-15,2010-01-15,2025-01-15,-57.5,-150.0,South_Pacific,Pacific_Ocean,Subpolar_Marine,Temperate,4.190000057220459,1.659999966621399,0.17000000178813934,0.08063429594039917,0.3122576177120209,0.3225007124038495,75.52081479884515,0.14659824967384338,0.14659824967384338,26.365673065185547,26.365673065185547,1.8525725603103638,1.8525725603103638,39.99987030029297,39.99987030029297,333.89208984375,333.89208984375,0.18616822361946106,0.18616822361946106,8.006210327148438,2.22373104095459,2.3534443378448486,,,
41,ARC_041,2003-01-15,2010-01-15,2025-01-15,77.5,30.0,Arctic,Arctic_Ocean,Polar_Marine,Polar,-1.5399999618530273,-1.5499999523162842,3.879999876022339,-0.01800440065562725,-0.02343805506825447,0.029555048102665644,232.46962678363008,0.5447924137115479,0.5447924137115479,6.187926769256592,6.187926769256592,0.4635401666164398,0.4635401666164398,3.2386538982391357,3.2386538982391357,380.5809326171875,380.5809326171875,1.5992707014083862,1.5992707014083862,8.13873291015625,2.192704200744629,2.3440358638763428,0.9300000071525574,0.9300000071525574,
42,ARC_042,2003-01-15,2010-01-15,2025-01-15,70.0,15.0,Arctic,Arctic_Ocean,Polar_Marine,Polar,5.71999979019165,6.049999713897705,12.50999927520752,-0.09088967740535736,-0.047948598861694336,0.10276186837368034,207.81376448359632,0.833940863609314,0.833940863609314,0.43453291058540344,0.43453291058540344,0.08264496177434921,0.08264496177434921,0.9374142289161682,0.9374142289161682,292.9911804199219,292.9911804199219,25.91505241394043,25.91505241394043,8.0968656539917,2.176198959350586,2.367421865463257,,,
43,NAtl_043,2003-01-15,2010-01-15,2025-01-15,25.0,-75.0,North_Atlantic,Atlantic_Ocean,Temperate_Marine,Subtropical,24.53999900817871,23.689998626708984,28.68000030517578,0.11610322445631027,-0.03961802273988724,0.12267659293838652,341.15876645542784,0.09311286360025406,0.09311286360025406,0.003212317358702421,0.003212317358702421,0.00025427062064409256,0.00025427062064409256,3.7652409076690674,3.7652409076690674,200.68458557128906,200.68458557128906,1.699205994606018,1.699205994606018,8.069698333740234,2.1023290157318115,2.459937334060669,,,
44,SAtl_044,2003-01-15,2010-01-15,2025-01-15,-20.0,-22.5,South_Atlantic,Atlantic_Ocean,Tropical_Marine,Tropical,25.44999885559082,26.510000228881836,23.709999084472656,-0.09125068783760071,0.013004979118704796,0.0921727590598936,171.8888714722745,0.046168096363544464,0.046168096363544464,0.0005468371673487127,0.0005468371673487127,0.17905467748641968,0.17905467748641968,1.3365484476089478,1.3365484476089478,214.76405334472656,214.76405334472656,0.37146198749542236,0.37146198749542236,8.005290985107422,2.1587119102478027,2.506571054458618,,,
45,SPac_045,2003-01-15,2010-01-15,2025-01-15,-50.0,-165.0,South_Pacific,Pacific_Ocean,Subpolar_Marine,Temperate,12.40999984741211,11.210000038146973,8.949999809265137,0.3137897253036499,0.16120736300945282,0.35277727477064275,27.19152773196413,0.37576863169670105,0.37576863169670105,15.714961051940918,15.714961051940918,1.185041069984436,1.185041069984436,10.909477233886719,10.909477233886719,286.6720886230469,286.6720886230469,1.4208909273147583,1.4208909273147583,8.044584274291992,2.132159471511841,2.354246139526367,,,
46,ARC_046,2003-01-15,2010-01-15,2025-01-15,70.0,-135.0,Arctic,Arctic_Ocean,Polar_Marine,Polar,-1.71999990940094,-1.649999976158142,-0.44999998807907104,-0.09178166836500168,-0.022168751806020737,0.09442101569301242,193.57902054209546,2.578390121459961,2.578390121459961,1.1741132736206055,1.1741132736206055,0.21617315709590912,0.21617315709590912,20.460912704467773,20.460912704467773,400.3923034667969,400.3923034667969,48.40341567993164,48.40341567993164,7.854201793670654,2.01725435256958,2.0451698303222656,0.9300000071525574,0.949999988079071,0.429999977350235
47,SAtl_047,2003-01-15,2010-01-15,2025-01-15,-57.5,-52.5,South_Atlantic,Atlantic_Ocean,Subpolar_Marine,Temperate,3.669999837875366,2.869999885559082,0.5699999928474426,0.06700478494167328,-0.15439806878566742,0.16831044189183145,293.4596016218863,0.21248659491539001,0.21248659491539001,25.36766242980957,25.36766242980957,1.792841911315918,1.792841911315918,29.475364685058594,29.475364685058594,342.40625,342.40625,0.3546592891216278,0.3546592891216278,8.012690544128418,2.2192487716674805,2.3467938899993896,,,
48,Eq_048,2003-01-15,2010-01-15,2025-01-15,-12.5,-30.0,Equatorial,Atlantic_Ocean,Tropical_Marine,Tropical,25.760000228881836,28.489999771118164,26.26999855041504,-0.12097018957138062,0.10349985957145691,0.1592042954704648,139.45031483254263,0.06279187649488449,0.06279187649488449,0.0006204936653375626,0.0006204936653375626,0.004276510328054428,0.004276510328054428,1.2802822589874268,1.2802822589874268,203.710205078125,203.710205078125,0.8912988305091858,0.8912988305091858,8.00789737701416,2.133512258529663,2.5049004554748535,,,
49,SPac_049,2003-01-15,2010-01-15,2025-01-15,-20.0,-165.0,South_Pacific,Pacific_Ocean,Tropical_Marine,Tropical,26.93000030517578,28.51999855041504,25.670000076293945,-0.15293218195438385,-0.01856059953570366,0.15405436745660128,186.91985400158023,0.07300281524658203,0.07300281524658203,0.0005020175012759864,0.0005020175012759864,0.17698262631893158,0.17698262631893158,1.255608081817627,1.255608081817627,208.55093383789062,208.55093383789062,1.1948331594467163,1.1948331594467163,8.038664817810059,2.0466208457946777,2.400251865386963,,,
