Location_ID,Location_Name,Date_Early,Date_Mid,Date_Late,Latitude,Longitude,Region,Ocean_Basin,Ecosystem_Type,Climate_Zone,SST_2003_C,SST_2010_C,SST_2025_C,SST_Anomaly_2003_C,SST_Anomaly_2010_C,SST_Anomaly_2025_C,Sea_Ice_2003_percent,Sea_Ice_2010_percent,Sea_Ice_2025_percent,Chlorophyll_2003_mg_m3,Chlorophyll_2010_mg_m3,Nitrate_2003_mmol_m3,Nitrate_2010_mmol_m3,Phosphate_2003_mmol_m3,Phosphate_2010_mmol_m3,Silicate_2003_mmol_m3,Silicate_2010_mmol_m3,Oxygen_2003_mmol_m3,Oxygen_2010_mmol_m3,Marine_Life_Production_2003_mg_m3_day,Marine_Life_Production_2010_mg_m3_day,pH_2025,DIC_2025_mol_m3,Alkalinity_2025_mol_m3,Current_U_2025_m_s,Current_V_2025_m_s,Current_Speed_2025_m_s,Current_Direction_2025_deg
48,ARC_048,2003-01-15,2010-01-15,2025-01-15,81.23,70.19,Arctic,Arctic_Ocean,Polar_Marine,Polar,-1.75,-1.7899999618530273,-1.71999990940094,0.04999999701976776,0.009999999776482582,0.07999999821186066,0.9300000071525574,1.0,1.0,0.025544872507452965,0.05992034450173378,5.590946197509766,7.800806045532227,0.43171295523643494,0.5808963179588318,5.633767604827881,4.46815299987793,373.1037292480469,362.8629455566406,0.0,0.0,8.086856842041016,2.1858952045440674,2.3129475116729736,-0.023840419948101044,-0.022519810125231743,0.032794930574378475,223.3683231719424
49,ARC_049,2003-01-15,2010-01-15,2025-01-15,72.95,108.81,Arctic,Arctic_Ocean,Polar_Marine,Polar,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
50,ARC_050,2003-01-15,2010-01-15,2025-01-15,68.7,128.68,Arctic,Arctic_Ocean,Polar_Marine,Polar,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
51,NPac_051,2003-01-15,2010-01-15,2025-01-15,64.47,-155.45,North_Pacific,Pacific_Ocean,Temperate_Marine,Temperate,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
52,NPac_052,2003-01-15,2010-01-15,2025-01-15,9.78,-144.21,North_Pacific,Pacific_Ocean,Subtropical_Marine,Tropical,26.26999855041504,25.51999855041504,26.549999237060547,-0.25999999046325684,-1.0099999904632568,0.019999999552965164,0.0,0.0,0.0,0.20808598399162292,0.16313494741916656,0.172202929854393,0.2428671270608902,0.1738795042037964,0.28515374660491943,1.6853976249694824,1.857051134109497,206.03564453125,206.6618194580078,11.151041984558105,7.010761260986328,8.019508361816406,2.0170600414276123,2.327206611633301,-0.14995098114013672,0.08860199898481369,0.1741712116539199,149.42230218069201
53,NPac_053,2003-01-15,2010-01-15,2025-01-15,30.64,155.52,North_Pacific,Pacific_Ocean,Temperate_Marine,Subtropical,21.65999984741211,20.889999389648438,20.479999542236328,0.8499999642372131,0.07999999821186066,-0.32999998331069946,0.0,0.0,0.0,0.34398335218429565,0.05406487360596657,0.21622298657894135,0.004006728529930115,0.054691292345523834,0.02743588015437126,1.8336637020111084,1.5742194652557373,227.88800048828125,229.6641845703125,5.541008472442627,0.49410107731819153,8.097650527954102,2.0324339866638184,2.3354291915893555,0.12348310649394989,-0.024414457380771637,0.12587352111780176,348.8160103445701
54,NPac_054,2003-01-15,2010-01-15,2025-01-15,44.23,-130.76,North_Pacific,Pacific_Ocean,Subpolar_Marine,Temperate,11.289999961853027,10.84999942779541,11.59999942779541,-0.07999999821186066,-0.5199999809265137,0.2199999988079071,0.0,0.0,0.0,0.21919292211532593,0.227046936750412,4.950477123260498,5.327362537384033,0.6408776640892029,0.6018367409706116,6.985992431640625,5.949184417724609,271.4437255859375,276.3793640136719,0.92701256275177,1.9511054754257202,8.04787540435791,2.0493879318237305,2.235919952392578,0.06490885466337204,0.11943243443965912,0.13593110685157472,61.47690994633202
55,NPac_055,2003-01-15,2010-01-15,2025-01-15,29.76,170.71,North_Pacific,Pacific_Ocean,Temperate_Marine,Subtropical,21.170000076293945,21.770000457763672,21.40999984741211,0.4899999797344208,1.090000033378601,0.7199999690055847,0.0,0.0,0.0,0.04993820562958717,0.04243721067905426,0.0024599216412752867,0.0022922095376998186,0.03423444926738739,0.021891087293624878,1.6455512046813965,1.6928014755249023,227.17416381835938,225.93077087402344,0.3361581861972809,0.19729600846767426,8.080577850341797,2.0457170009613037,2.3524065017700195,-0.17282873392105103,-0.228257954120636,0.2863065924635544,232.86830104825162
56,NPac_056,2003-01-15,2010-01-15,2025-01-15,28.21,138.5,North_Pacific,Indian_Ocean,Temperate_Marine,Subtropical,21.649999618530273,21.3799991607666,22.779998779296875,0.07000000029802322,-0.19999998807907104,1.1999999284744263,0.0,0.0,0.0,0.44945183396339417,0.3400724232196808,0.3905814290046692,0.14113660156726837,0.08409063518047333,0.04550585895776749,1.6729789972305298,1.5825854539871216,218.29656982421875,218.24227905273438,12.440288543701172,8.317497253417969,8.089320182800293,2.019808292388916,2.3419952392578125,0.4523022770881653,-0.27628687024116516,0.5300111173615115,328.58151055248686
57,NPac_057,2003-01-15,2010-01-15,2025-01-15,31.28,-137.19,North_Pacific,Pacific_Ocean,Temperate_Marine,Subtropical,17.28999900817871,18.43000030517578,19.689998626708984,-1.409999966621399,-0.26999998092651367,0.9899999499320984,0.0,0.0,0.0,0.03687994182109833,0.04327136650681496,0.0009329224703833461,0.000930530484765768,0.12317871302366257,0.19078373908996582,3.5484650135040283,3.2691361904144287,234.47531127929688,236.9637908935547,0.1004682332277298,0.1503705084323883,8.046113014221191,2.0811076164245605,2.3550455570220947,0.1372639685869217,-0.07938399910926819,0.15856612622755126,329.9578769437452
